city,date,card_type,exp_type,gender,amount_raw,amount_norm,day_of_week,month,week_number,year,card_type_encoded,gender_encoded,city_encoded,exp_type_encoded
"Bengaluru, India",2013-10-09,Gold,Food,F,216547,0.2161749602837107,2,10,41,2013,0,0,71,2
"Savarkundla, India",2013-10-09,Platinum,Food,M,150874,0.15030910505961453,2,10,41,2013,1,1,717,2
"Greater Mumbai, India",2013-10-09,Gold,Bills,M,226017,0.22567276987017987,2,10,41,2013,0,1,170,0
"Bengaluru, India",2013-10-09,Signature,Entertainment,F,157165,0.15661857919989727,2,10,41,2013,2,0,71,1
"Jaipur, India",2013-10-09,Signature,Fuel,F,280252,0.2800670362822344,2,10,41,2013,2,0,203,3
"Jaipur, India",2013-10-09,Signature,Food,M,289396,0.2892378885376382,2,10,41,2013,2,1,203,2
"Terdal, India",2013-10-09,Platinum,Grocery,F,30602,0.02968391450166086,2,10,41,2013,1,0,846,4
"Bhilai Nagar, India",2013-10-09,Platinum,Entertainment,F,40990,0.040102419885424526,2,10,41,2013,1,0,84,1
"Pune, India",2013-10-09,Signature,Grocery,M,239906,0.23960255628480187,2,10,41,2013,2,1,584,4
"Ahmedabad, India",2013-10-09,Silver,Fuel,M,27626,0.026699175184941505,2,10,41,2013,3,1,8,3
"Delhi, India",2013-10-09,Signature,Food,M,173889,0.1733916908708699,2,10,41,2013,2,1,126,2
"Bengaluru, India",2013-10-09,Platinum,Grocery,F,28961,0.028038095543752105,2,10,41,2013,1,0,71,4
"Surat, India",2013-10-09,Gold,Bills,F,24746,0.02381071778166471,2,10,41,2013,0,0,821,0
"Delhi, India",2013-10-09,Platinum,Food,M,273629,0.27342458719129614,2,10,41,2013,1,1,126,2
"Jaipur, India",2013-10-09,Gold,Grocery,F,48891,0.04802662194906687,2,10,41,2013,0,0,203,4
"Maihar, India",2013-10-09,Signature,Grocery,F,115113,0.11444308936566266,2,10,41,2013,2,0,324,4
"Greater Mumbai, India",2013-10-09,Signature,Grocery,M,37495,0.03659715647415633,2,10,41,2013,2,1,170,4
"Rewa, India",2013-10-09,Gold,Grocery,F,189221,0.1887687147969254,2,10,41,2013,0,0,654,4
"Ahmedabad, India",2013-10-09,Signature,Food,F,28640,0.027716152895678546,2,10,41,2013,2,0,8,2
"Ahmedabad, India",2013-10-09,Gold,Fuel,M,112553,0.11187557167386107,2,10,41,2013,0,1,8,3
"Bengaluru, India",2013-10-09,Platinum,Fuel,F,158261,0.15771779771169983,2,10,41,2013,1,0,71,3
"Delhi, India",2013-10-09,Silver,Entertainment,F,70818,0.07001801274130655,2,10,41,2013,3,0,126,1
"Ahmedabad, India",2013-10-09,Signature,Food,F,20408,0.01945997881797904,2,10,41,2013,2,0,8,2
"Yamunanagar, India",2013-10-09,Signature,Food,M,24644,0.023708418248631992,2,10,41,2013,2,1,973,2
"Bengaluru, India",2013-10-09,Gold,Food,F,190157,0.18970746345299033,2,10,41,2013,0,0,71,2
"Greater Mumbai, India",2013-10-09,Signature,Food,M,54958,0.054111438291316975,2,10,41,2013,2,1,170,2
"Gurgaon, India",2013-10-09,Silver,Fuel,M,290387,0.290231798706613,2,10,41,2013,3,1,177,3
"Hyderabad, India",2013-10-09,Signature,Fuel,F,118588,0.11792829404496365,2,10,41,2013,2,0,193,3
"Lucknow, India",2013-10-09,Silver,Entertainment,F,35817,0.03491422886210825,2,10,41,2013,3,0,300,1
"Bengaluru, India",2013-10-09,Gold,Bills,M,242790,0.24249502543447213,2,10,41,2013,0,1,71,0
"Ahmedabad, India",2013-10-09,Platinum,Entertainment,F,27032,0.02610343084551567,2,10,41,2013,1,0,8,1
"Thangadh, India",2013-10-09,Platinum,Fuel,M,108754,0.10806541553669144,2,10,41,2013,1,1,852,3
"Delhi, India",2013-10-09,Silver,Grocery,F,162859,0.16232930019095912,2,10,41,2013,3,0,126,4
"Wadi, India",2013-10-09,Signature,Food,M,248321,0.24804226776000127,2,10,41,2013,2,1,961,2
"Bengaluru, India",2013-10-09,Silver,Grocery,M,52473,0.05161914084439238,2,10,41,2013,3,1,71,4
"Greater Mumbai, India",2013-10-09,Gold,Fuel,M,209565,0.2091724569539612,2,10,41,2013,0,1,170,3
"Hyderabad, India",2013-10-09,Silver,Food,M,174704,0.1742090841985333,2,10,41,2013,3,1,193,2
"Patan, India",2013-10-09,Silver,Fuel,F,188973,0.1885199865205321,2,10,41,2013,3,0,531,3
"Lakheri, India",2013-10-09,Silver,Food,F,232797,0.23247268000706064,2,10,41,2013,3,0,285,2
"Valsad, India",2013-10-09,Silver,Food,M,118224,0.11756322512316061,2,10,41,2013,3,1,929,2
"Delhi, India",2013-10-09,Gold,Fuel,F,299642,0.29951397692443477,2,10,41,2013,0,0,126,3
"Ahmedabad, India",2013-10-09,Signature,Grocery,M,93385,0.09265128295649662,2,10,41,2013,2,1,8,4
"Ahmedabad, India",2013-10-09,Silver,Bills,M,293423,0.2932767142192339,2,10,41,2013,3,1,8,0
"Delhi, India",2013-10-09,Silver,Fuel,F,39439,0.038546865221368166,2,10,41,2013,3,0,126,3
"Delhi, India",2013-10-09,Platinum,Food,M,218957,0.21859203748575828,2,10,41,2013,1,1,126,2
"Chennai, India",2013-10-09,Platinum,Food,M,1175,0.00017049922172119973,2,10,41,2013,1,1,109,2
"Hyderabad, India",2013-10-09,Signature,Travel,M,198903,0.1984791469422469,2,10,41,2013,2,1,193,5
"Greater Mumbai, India",2013-10-09,Platinum,Fuel,F,278582,0.2783921321629732,2,10,41,2013,1,0,170,3
"Chennai, India",2013-10-09,Platinum,Grocery,M,220450,0.22008942182710975,2,10,41,2013,1,1,109,4
"Bengaluru, India",2013-10-09,Silver,Entertainment,F,253206,0.2529416130429899,2,10,41,2013,3,0,71,1
"Jaipur, India",2013-10-10,Platinum,Travel,M,60698,0.059868294365903366,3,10,41,2013,1,1,203,5
"Chittoor, India",2013-10-10,Silver,Grocery,F,72006,0.07120950142015822,3,10,41,2013,3,0,116,4
"Kolkata, India",2013-10-10,Signature,Entertainment,M,110799,0.11011642088033763,3,10,41,2013,2,1,267,1
"Delhi, India",2013-10-10,Platinum,Bills,F,66927,0.0661155864370878,3,10,41,2013,1,0,126,0
"Ahmedabad, India",2013-10-10,Silver,Food,F,74794,0.0740056886563859,3,10,41,2013,3,0,8,2
"Greater Mumbai, India",2013-10-10,Signature,Grocery,F,5816,0.004825127974709951,3,10,41,2013,2,0,170,4
"Delhi, India",2013-10-10,Signature,Bills,F,360009,0.36005825055763274,3,10,41,2013,2,0,126,0
"Rawatsar, India",2013-10-10,Gold,Fuel,F,85841,0.0850851292584688,3,10,41,2013,0,0,646,3
"Kanpur, India",2013-10-10,Silver,Entertainment,M,184786,0.18432069098319878,3,10,41,2013,3,1,237,1
"Bengaluru, India",2013-10-10,Silver,Grocery,M,291694,0.2915426368406695,3,10,41,2013,3,1,71,4
"Greater Mumbai, India",2013-10-10,Silver,Grocery,F,90839,0.09009780637707207,3,10,41,2013,3,0,170,4
"Baramula, India",2013-10-10,Platinum,Bills,F,40176,0.039286029494359484,3,10,41,2013,1,0,60,0
"Delhi, India",2013-10-10,Platinum,Entertainment,M,259740,0.25949480077667414,3,10,41,2013,1,1,126,1
"Udhagamandalam, India",2013-10-10,Platinum,Bills,M,291415,0.29126281752972705,3,10,41,2013,1,1,900,0
"Kolkata, India",2013-10-10,Platinum,Fuel,F,137465,0.13686072821220532,3,10,41,2013,1,0,267,3
"Delhi, India",2013-10-10,Silver,Entertainment,M,273894,0.2736903653898615,3,10,41,2013,3,1,126,1
"Ahmedabad, India",2013-10-10,Signature,Food,F,265844,0.26561672577306356,3,10,41,2013,2,0,8,2
"Utraula, India",2013-10-10,Gold,Bills,M,13914,0.012946908548229216,3,10,41,2013,0,1,921,0
"Ahmedabad, India",2013-10-10,Silver,Entertainment,F,79847,0.07907352728789897,3,10,41,2013,3,0,8,1
"Greater Mumbai, India",2013-10-10,Signature,Food,M,268577,0.2683577514963814,3,10,41,2013,2,1,170,2
"Hyderabad, India",2013-10-10,Signature,Entertainment,F,80580,0.07980867981449685,3,10,41,2013,2,0,193,1
"Bengaluru, India",2013-10-10,Signature,Fuel,F,134137,0.13352295521286325,3,10,41,2013,2,0,71,3
"Greater Mumbai, India",2013-10-10,Silver,Fuel,F,244726,0.24443671068889708,3,10,41,2013,3,0,170,3
"Bheemunipatnam, India",2013-10-10,Platinum,Grocery,M,297116,0.2969805590769774,3,10,41,2013,1,1,83,4
"Chennai, India",2013-10-10,Signature,Grocery,F,191084,0.19063718567967006,3,10,41,2013,2,0,109,4
"Akola, India",2013-10-10,Platinum,Bills,F,154678,0.15412427587977598,3,10,41,2013,1,0,12,0
"Pune, India",2013-10-10,Silver,Bills,M,17279,0.016321790201710606,3,10,41,2013,3,1,584,0
"Delhi, India",2013-10-10,Signature,Fuel,M,64589,0.06377072067012211,3,10,41,2013,2,1,126,3
"Delhi, India",2013-10-10,Platinum,Food,M,3092,0.002093128680777316,3,10,41,2013,1,1,126,2
"Adoor, India",2013-10-10,Platinum,Food,M,11990,0.011017258532984579,3,10,41,2013,1,1,4,2
"Kolkata, India",2013-10-10,Signature,Food,F,127034,0.12639909655471218,3,10,41,2013,2,0,267,2
"Hyderabad, India",2013-10-10,Platinum,Bills,F,92598,0.0918619718535873,3,10,41,2013,1,0,193,0
"Greater Mumbai, India",2013-10-10,Gold,Bills,F,253796,0.2535333456360223,3,10,41,2013,0,0,170,0
"Bengaluru, India",2013-10-10,Platinum,Food,M,95964,0.09523785644366706,3,10,41,2013,1,1,71,2
"Malegaon, India",2013-10-10,Platinum,Bills,M,292535,0.2923861065198903,3,10,41,2013,1,1,331,0
"Kothagudem, India",2013-10-10,Gold,Bills,M,163997,0.16347064203989278,3,10,41,2013,0,1,272,0
"Greater Mumbai, India",2013-10-10,Signature,Food,M,253730,0.25346715182053053,3,10,41,2013,2,1,170,2
"Hyderabad, India",2013-10-10,Signature,Travel,F,21777,0.020832999021133877,3,10,41,2013,2,0,193,5
"Chennai, India",2013-10-10,Gold,Food,F,226400,0.22605689458735176,3,10,41,2013,0,0,109,2
"Delhi, India",2013-10-10,Platinum,Fuel,F,240018,0.2397148851838182,3,10,41,2013,1,0,126,3
"Delhi, India",2013-10-10,Signature,Fuel,F,19918,0.018968539884782643,3,10,41,2013,2,0,126,3
"Modinagar, India",2013-10-10,Platinum,Entertainment,M,285464,0.2852943418328867,3,10,41,2013,1,1,382,1
"Ahmedabad, India",2013-10-10,Signature,Food,F,93503,0.0927696294751031,3,10,41,2013,2,0,8,2
"Nahan, India",2013-10-11,Gold,Food,M,248730,0.2484524688287305,4,10,41,2013,0,1,422,2
"Surat, India",2013-10-11,Platinum,Food,F,296069,0.29593048445849446,4,10,41,2013,1,0,821,2
"Surat, India",2013-10-11,Platinum,Food,F,216281,0.21590817914854693,4,10,41,2013,1,0,821,2
"Ahmedabad, India",2013-10-11,Gold,Bills,F,668568,0.6695233644109954,4,10,41,2013,0,0,8,0
"Salur, India",2013-10-11,Signature,Grocery,F,222490,0.22213541248776417,4,10,41,2013,2,0,682,4
"Greater Mumbai, India",2013-10-11,Platinum,Fuel,F,231743,0.23141558483238922,4,10,41,2013,1,0,170,3
"Kolkata, India",2013-10-11,Silver,Travel,F,130957,0.13033361683007846,4,10,41,2013,3,0,267,5
"Delhi, India",2013-10-11,Gold,Food,F,49153,0.04828939133783719,4,10,41,2013,0,0,126,2
"Maner, India",2013-10-11,Signature,Entertainment,F,91099,0.09035856989264567,4,10,41,2013,2,0,349,1
"Nehtaur, India",2013-10-11,Gold,Entertainment,F,106642,0.10594721344095512,4,10,41,2013,0,0,465,1
"Bengaluru, India",2013-10-11,Gold,Entertainment,M,20417,0.01946900524736428,4,10,41,2013,0,1,71,1
"Bengaluru, India",2013-10-11,Gold,Fuel,F,162498,0.16196724007895116,4,10,41,2013,0,0,71,3
"Greater Mumbai, India",2013-10-11,Gold,Fuel,M,212080,0.21169484249883658,4,10,41,2013,0,1,170,3
"Palghar, India",2013-10-11,Gold,Food,M,269335,0.2691179774379383,4,10,41,2013,0,1,503,2
"Bengaluru, India",2013-10-11,Platinum,Bills,M,201094,0.20067658102925365,4,10,41,2013,1,1,71,0
"Delhi, India",2013-10-11,Gold,Bills,F,393651,0.39379904359965984,4,10,41,2013,0,0,126,0
"Chennai, India",2013-10-11,Signature,Travel,M,50314,0.04945380072853315,4,10,41,2013,2,1,109,5
"Bengaluru, India",2013-10-11,Signature,Fuel,M,48441,0.04757530047980487,4,10,41,2013,2,1,71,3
"Asansol, India",2013-10-11,Signature,Fuel,F,53709,0.05285877047996534,4,10,41,2013,2,0,43,3
"Hyderabad, India",2013-10-11,Silver,Fuel,M,18209,0.017254521238185404,4,10,41,2013,3,1,193,3
"Delhi, India",2013-10-11,Platinum,Entertainment,M,44863,0.0439867933308728,4,10,41,2013,1,1,126,1
"Tuljapur, India",2013-10-11,Silver,Entertainment,M,213787,0.2134068552722371,4,10,41,2013,3,1,890,1
"Dharmavaram, India",2013-10-11,Signature,Bills,F,125319,0.12467906028852481,4,10,41,2013,2,0,131,0
"Kolkata, India",2013-10-11,Gold,Fuel,F,208003,0.20760586998732286,4,10,41,2013,0,0,267,3
"Ahmedabad, India",2013-10-11,Gold,Food,M,186779,0.18631954362373027,4,10,41,2013,0,1,8,2
"Sundargarh, India",2013-10-11,Platinum,Entertainment,M,113322,0.1126468299179999,4,10,41,2013,1,1,817,1
"Ahmedabad, India",2013-10-11,Silver,Bills,F,131578,0.13095644045766,4,10,41,2013,3,0,8,0
"Greater Mumbai, India",2013-10-11,Gold,Grocery,M,142725,0.1421361747195789,4,10,41,2013,0,1,170,4
"Surat, India",2013-10-11,Gold,Bills,M,24993,0.024058443121459633,4,10,41,2013,0,1,821,0
"Pune, India",2013-10-11,Signature,Fuel,F,130409,0.12978400757417718,4,10,41,2013,2,0,584,3
"Hyderabad, India",2013-10-11,Silver,Bills,M,294416,0.29427263026140543,4,10,41,2013,3,1,193,0
"Surat, India",2013-10-11,Gold,Fuel,F,181899,0.1814252130237335,4,10,41,2013,0,0,821,3
"Kolkata, India",2013-10-11,Platinum,Bills,M,223239,0.22288661199993579,4,10,41,2013,1,1,267,0
"Greater Mumbai, India",2013-10-11,Silver,Grocery,M,271912,0.271702545051912,4,10,41,2013,3,1,170,4
"Pune, India",2013-10-11,Gold,Food,M,192824,0.19238229536081647,4,10,41,2013,0,1,584,2
"Greater Mumbai, India",2013-10-11,Signature,Bills,F,50617,0.049757690517836226,4,10,41,2013,2,0,170,0
"Kharar, India",2013-10-11,Platinum,Fuel,M,77015,0.07623321084134345,4,10,41,2013,1,1,261,3
"Supaul, India",2013-10-11,Signature,Food,M,272044,0.27183493268289555,4,10,41,2013,2,1,818,2
"Lucknow, India",2013-10-11,Signature,Entertainment,M,176447,0.17595720268947476,4,10,41,2013,2,1,300,1
"Greater Mumbai, India",2013-10-11,Platinum,Grocery,F,237867,0.23755756856074584,4,10,41,2013,1,0,170,4
"Lucknow, India",2013-10-11,Platinum,Fuel,F,129534,0.12890643805061217,4,10,41,2013,1,0,300,3
"Malegaon, India",2013-10-11,Gold,Fuel,F,154758,0.15420451080764477,4,10,41,2013,0,0,331,3
"Maihar, India",2013-10-11,Gold,Grocery,F,137766,0.13716261212831168,4,10,41,2013,0,0,324,4
"Ahmedabad, India",2013-10-11,Silver,Entertainment,F,39631,0.03873942904825329,4,10,41,2013,3,0,8,1
"Greater Mumbai, India",2013-10-11,Platinum,Food,M,151924,0.15136218848789254,4,10,41,2013,1,1,170,2
"Delhi, India",2013-10-11,Signature,Grocery,M,127082,0.12644723751143347,4,10,41,2013,2,1,126,4
"Jaipur, India",2013-10-11,Signature,Travel,F,208777,0.2083821429144535,4,10,41,2013,2,0,203,5
"Bengaluru, India",2013-10-11,Signature,Bills,F,182330,0.18185747869762664,4,10,41,2013,2,0,71,0
"Greater Mumbai, India",2013-10-11,Gold,Fuel,M,69877,0.0690742494022498,4,10,41,2013,0,1,170,3
"Pune, India",2013-10-11,Platinum,Food,F,146184,0.14560533241330614,4,10,41,2013,1,0,584,2
"Delhi, India",2013-10-11,Gold,Entertainment,M,108085,0.10739445095238859,4,10,41,2013,0,1,126,1
"Bengaluru, India",2013-10-11,Gold,Grocery,M,23448,0.022508906076993435,4,10,41,2013,0,1,71,4
"Hyderabad, India",2013-10-11,Gold,Entertainment,F,215803,0.21542877545453085,4,10,41,2013,0,0,193,1
"Greater Mumbai, India",2013-10-11,Platinum,Entertainment,M,122576,0.12192800519922332,4,10,41,2013,1,1,170,1
"Kaithal, India",2013-10-11,Platinum,Entertainment,F,229300,0.22896541072259574,4,10,41,2013,1,0,227,1
"Hyderabad, India",2013-10-12,Signature,Travel,F,111294,0.11061287449652583,5,10,41,2013,2,0,193,5
"Greater Mumbai, India",2013-10-12,Signature,Entertainment,F,219848,0.21948565399489706,5,10,41,2013,2,0,170,1
"Mokokchung, India",2013-10-12,Platinum,Fuel,F,167197,0.16668003915464477,5,10,41,2013,1,0,386,3
"Sattenapalle, India",2013-10-12,Silver,Grocery,M,62725,0.06190124685077908,5,10,41,2013,3,1,712,4
"Jaipur, India",2013-10-12,Platinum,Travel,M,200501,0.20008183962642617,5,10,41,2013,1,1,203,5
"Greater Mumbai, India",2013-10-12,Platinum,Grocery,M,26699,0.025769452958261788,5,10,41,2013,1,1,170,4
"Greater Mumbai, India",2013-10-12,Silver,Grocery,F,268559,0.2683396986376109,5,10,41,2013,3,0,170,4
"Bengaluru, India",2013-10-12,Signature,Grocery,M,86395,0.08564075613396023,5,10,41,2013,2,1,71,4
"Usilampatti, India",2013-10-12,Silver,Fuel,F,283879,0.2837046873244861,5,10,41,2013,3,0,919,3
"Ahmedabad, India",2013-10-12,Gold,Fuel,F,148387,0.1478148017394932,5,10,41,2013,0,0,8,3
"Delhi, India",2013-10-12,Gold,Fuel,M,241870,0.2415723237639809,5,10,41,2013,0,1,126,3
"Ahmedabad, India",2013-10-12,Silver,Grocery,F,252655,0.2523889949772935,5,10,41,2013,3,0,8,4
"Chennai, India",2013-10-12,Silver,Grocery,F,248401,0.24812250268787006,5,10,41,2013,3,0,109,4
"Raigarh, India",2013-10-12,Silver,Grocery,M,278954,0.27876522457756314,5,10,41,2013,3,1,601,4
"Bengaluru, India",2013-10-12,Silver,Grocery,M,2114,0.001112256687581238,5,10,41,2013,3,1,71,4
"Rohtak, India",2013-10-12,Platinum,Entertainment,M,28531,0.027606832806457305,5,10,41,2013,1,1,660,1
"Delhi, India",2013-10-12,Gold,Fuel,M,253012,0.25274704334290804,5,10,41,2013,0,1,126,3
"Bengaluru, India",2013-10-12,Signature,Fuel,M,26752,0.025822608597974868,5,10,41,2013,2,1,71,3
"Sikandra Rao, India",2013-10-12,Silver,Fuel,F,238909,0.23860262849623698,5,10,41,2013,3,0,767,3
"Surat, India",2013-10-12,Platinum,Travel,F,160939,0.16040366192210792,5,10,41,2013,1,0,821,5
"Kanpur, India",2013-10-12,Silver,Entertainment,F,109918,0.10923283373718247,5,10,41,2013,3,0,237,1
"Jaipur, India",2013-10-12,Gold,Bills,M,171529,0.1710247604987403,5,10,41,2013,0,1,203,0
"Tarakeswar, India",2013-10-12,Silver,Food,M,15456,0.014493436782900332,5,10,41,2013,3,1,838,2
"Nasirabad, India",2013-10-12,Signature,Fuel,F,1207,0.00020259319286871974,5,10,41,2013,2,0,451,3
"Oddanchatram, India",2013-10-12,Silver,Food,F,203463,0.2030525378307685,5,10,41,2013,3,0,487,2
"Jaipur, India",2013-10-12,Gold,Entertainment,F,190952,0.19050479804868653,5,10,41,2013,0,0,203,1
"Chennai, India",2013-10-12,Gold,Fuel,M,283417,0.2832413306160438,5,10,41,2013,0,1,109,3
"Ahmedabad, India",2013-10-12,Signature,Entertainment,F,185271,0.1848071152334034,5,10,41,2013,2,0,8,1
"Hyderabad, India",2013-10-12,Platinum,Bills,M,126949,0.1263138469438516,5,10,41,2013,1,1,193,0
"Bengaluru, India",2013-10-12,Platinum,Entertainment,M,193522,0.19308234510647174,5,10,41,2013,1,1,71,1
"Chennai, India",2013-10-12,Silver,Travel,F,172443,0.17194144454964133,5,10,41,2013,3,0,109,5
"Ahmedabad, India",2013-10-12,Signature,Fuel,F,196562,0.19613127236548614,5,10,41,2013,2,0,8,3
"Greater Mumbai, India",2013-10-12,Gold,Grocery,M,131410,0.13078794710913552,5,10,41,2013,0,1,170,4
"Muzaffarpur, India",2013-10-12,Silver,Grocery,M,285635,0.2854658439912063,5,10,41,2013,3,1,406,4
"Ujhani, India",2013-10-12,Signature,Food,F,188360,0.18790518638573742,5,10,41,2013,2,0,904,2
"Bengaluru, India",2013-10-12,Silver,Fuel,M,260855,0.2606130750838455,5,10,41,2013,3,1,71,3
"Greater Mumbai, India",2013-10-12,Signature,Entertainment,F,37103,0.03620400532759921,5,10,41,2013,2,0,170,1
"Greater Mumbai, India",2013-10-12,Gold,Food,F,45191,0.04431575653513488,5,10,41,2013,0,0,170,2
"Ahmedabad, India",2013-10-12,Signature,Fuel,F,186881,0.186421843156763,5,10,41,2013,2,0,8,3
"Ahmedabad, India",2013-10-12,Signature,Food,M,123647,0.12300215029606688,5,10,41,2013,2,1,8,2
"Ahmedabad, India",2013-10-12,Silver,Fuel,F,173381,0.172882199078903,5,10,41,2013,3,0,8,3
"Bengaluru, India",2013-10-12,Silver,Bills,F,143847,0.14326146958293884,5,10,41,2013,3,0,71,0
"Greater Mumbai, India",2013-10-12,Silver,Bills,F,33156,0.0322454145738723,5,10,41,2013,3,0,170,0
"Hyderabad, India",2013-10-12,Signature,Entertainment,F,238375,0.23806706035271272,5,10,41,2013,2,0,193,1
"Pune, India",2013-10-12,Platinum,Grocery,F,105371,0.10467248102443956,5,10,41,2013,1,0,584,4
"Lunglei, India",2013-10-12,Platinum,Entertainment,F,117084,0.11641987740103021,5,10,41,2013,1,0,304,1
"Greater Mumbai, India",2013-10-12,Signature,Grocery,F,225240,0.22489348813325416,5,10,41,2013,2,0,170,4
"Bengaluru, India",2013-10-12,Silver,Fuel,F,259266,0.2590194088290515,5,10,41,2013,3,0,71,3
"Bengaluru, India",2013-10-12,Signature,Food,M,234001,0.23368021567148609,5,10,41,2013,2,1,71,2
"Yavatmal, India",2013-10-12,Signature,Food,M,129865,0.12923841006466935,5,10,41,2013,2,1,975,2
"Surat, India",2013-10-12,Platinum,Food,M,284629,0.2844568897732561,5,10,41,2013,1,1,821,2
"Pune, India",2013-10-13,Signature,Food,F,159661,0.15912190894940384,6,10,41,2013,2,0,584,2
"Greater Mumbai, India",2013-10-13,Silver,Fuel,F,281096,0.2809135147712502,6,10,41,2013,3,0,170,3
"Greater Mumbai, India",2013-10-13,Silver,Bills,F,179032,0.17854979379623537,6,10,41,2013,3,0,170,0
"Jagdalpur, India",2013-10-13,Gold,Grocery,M,216770,0.21639861514514497,6,10,41,2013,0,1,199,4
"Ahmedabad, India",2013-10-13,Silver,Entertainment,F,100961,0.10024953062567196,6,10,41,2013,3,0,8,1
"Greater Mumbai, India",2013-10-13,Silver,Grocery,F,68338,0.06753072997737375,6,10,41,2013,3,0,170,4
"Hyderabad, India",2013-10-13,Gold,Entertainment,F,141838,0.1412465699568336,6,10,41,2013,0,0,193,1
"Ahmedabad, India",2013-10-13,Platinum,Bills,M,298523,0.2983916908708699,6,10,41,2013,1,1,8,0
"Greater Mumbai, India",2013-10-13,Gold,Bills,M,7117,0.0061299484891763085,6,10,41,2013,0,1,170,0
"Ahmedabad, India",2013-10-13,Gold,Food,F,122157,0.12150777476451048,6,10,41,2013,0,0,8,2
"Bengaluru, India",2013-10-13,Signature,Entertainment,M,271916,0.27170655679830547,6,10,41,2013,2,1,71,1
"Surat, India",2013-10-13,Signature,Food,M,288997,0.28883771683489257,6,10,41,2013,2,1,821,2
"Nidadavole, India",2013-10-13,Signature,Food,M,208072,0.2076750726126097,6,10,41,2013,2,1,473,2
"Kolkata, India",2013-10-13,Gold,Entertainment,F,102516,0.10180909703612176,6,10,41,2013,0,0,267,1
"Delhi, India",2013-10-13,Silver,Entertainment,F,21500,0.020555185583388157,6,10,41,2013,3,0,126,1
"Bhilwara, India",2013-10-13,Signature,Food,F,169474,0.1689637257891105,6,10,41,2013,2,0,85,2
"Lucknow, India",2013-10-13,Platinum,Travel,M,126518,0.12588158126995844,6,10,41,2013,1,1,300,5
"Ahmedabad, India",2013-10-13,Platinum,Bills,F,31352,0.03043611695043086,6,10,41,2013,1,0,8,0
"Pilkhuwa, India",2013-10-13,Gold,Grocery,F,242968,0.2426735481489802,6,10,41,2013,0,0,563,4
"Bhadrak, India",2013-10-13,Gold,Grocery,M,236547,0.23623369225091065,6,10,41,2013,0,1,75,4
"Bengaluru, India",2013-10-13,Gold,Fuel,M,66376,0.06556296837139143,6,10,41,2013,0,1,71,3
"Bengaluru, India",2013-10-13,Silver,Entertainment,M,259267,0.2590204117656498,6,10,41,2013,3,1,71,1
"Hardwar, India",2013-10-13,Gold,Grocery,M,40647,0.039758412632187046,6,10,41,2013,0,1,186,4
"Greater Mumbai, India",2013-10-13,Silver,Bills,F,738456,0.7396165973971789,6,10,41,2013,3,0,170,0
"Bengaluru, India",2013-10-13,Silver,Food,M,42507,0.04162387470513664,6,10,41,2013,3,1,71,2
